line_name,direction,stop_sequence,longitude,latitude,run_time_min,departure_hour,is_peak_hour,day_of_week_num,active_disruptions,unique_situations,avg_severity_score,planned_count,unplanned_count,roadworks_count,roadclosed_count
22,outbound,10,0.27532,51.43772,4.0,17.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,1,0.27532,51.43772,2.0,18.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,2,0.281239,51.445452,2.0,18.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,3,0.280411,51.450767,2.0,18.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,4,0.277038,51.451195,1.0,18.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,5,0.265542,51.451925,1.0,18.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,6,0.256092,51.455842,1.0,18.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,7,0.273766,51.487945,11.0,18.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,8,0.282997,51.490458,2.0,18.0,1,3,84,70,1.619047619047619,61,23,45,16
22,outbound,1,0.287746,51.485761,1.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,2,0.288737,51.487744,1.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,3,0.282997,51.490458,4.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,4,0.273749,51.48782,2.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,5,0.256627,51.455895,10.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,6,0.265888,51.452233,1.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,7,0.277592,51.451388,2.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,8,0.280411,51.450767,0.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,9,0.281866,51.445322,1.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,10,0.27532,51.43772,4.0,17.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,1,0.27532,51.43772,2.0,18.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,2,0.281239,51.445452,2.0,18.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,3,0.280411,51.450767,2.0,18.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,4,0.277038,51.451195,1.0,18.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,5,0.265542,51.451925,1.0,18.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,6,0.256092,51.455842,1.0,18.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,7,0.273766,51.487945,11.0,18.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,8,0.282997,51.490458,2.0,18.0,1,4,84,70,1.619047619047619,61,23,45,16
22,outbound,1,0.287746,51.485761,1.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,2,0.288737,51.487744,1.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,3,0.282997,51.490458,4.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,4,0.273749,51.48782,2.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,5,0.256627,51.455895,10.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,6,0.265888,51.452233,1.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,7,0.277592,51.451388,2.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,8,0.280411,51.450767,0.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,9,0.281866,51.445322,1.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,10,0.27532,51.43772,4.0,17.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,1,0.27532,51.43772,2.0,18.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,2,0.281239,51.445452,2.0,18.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,3,0.280411,51.450767,2.0,18.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,4,0.277038,51.451195,1.0,18.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,5,0.265542,51.451925,1.0,18.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,6,0.256092,51.455842,1.0,18.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,7,0.273766,51.487945,11.0,18.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,8,0.282997,51.490458,2.0,18.0,1,0,173,134,1.5260115606936415,123,50,83,27
22,outbound,1,0.287746,51.485761,1.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,2,0.288737,51.487744,1.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,3,0.282997,51.490458,4.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,4,0.273749,51.48782,2.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,5,0.256627,51.455895,10.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,6,0.265888,51.452233,1.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,7,0.277592,51.451388,2.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,8,0.280411,51.450767,0.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,9,0.281866,51.445322,1.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,10,0.27532,51.43772,4.0,17.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,1,0.27532,51.43772,2.0,18.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,2,0.281239,51.445452,2.0,18.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,3,0.280411,51.450767,2.0,18.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,4,0.277038,51.451195,1.0,18.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,5,0.265542,51.451925,1.0,18.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,6,0.256092,51.455842,1.0,18.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,7,0.273766,51.487945,11.0,18.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,8,0.282997,51.490458,2.0,18.0,1,0,107,81,1.5327102803738315,65,42,49,21
22,outbound,1,0.287746,51.485761,1.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,2,0.288737,51.487744,1.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,3,0.282997,51.490458,4.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,4,0.273749,51.48782,2.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,5,0.256627,51.455895,10.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,6,0.265888,51.452233,1.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,7,0.277592,51.451388,2.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,8,0.280411,51.450767,0.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,9,0.281866,51.445322,1.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,10,0.27532,51.43772,4.0,17.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,1,0.27532,51.43772,2.0,18.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,2,0.281239,51.445452,2.0,18.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,3,0.280411,51.450767,2.0,18.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,4,0.277038,51.451195,1.0,18.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,5,0.265542,51.451925,1.0,18.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,6,0.256092,51.455842,1.0,18.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,7,0.273766,51.487945,11.0,18.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,8,0.282997,51.490458,2.0,18.0,1,3,107,81,1.5327102803738315,65,42,49,21
22,outbound,1,0.287746,51.485761,1.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,2,0.288737,51.487744,1.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,3,0.282997,51.490458,4.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,4,0.273749,51.48782,2.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,5,0.256627,51.455895,10.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,6,0.265888,51.452233,1.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,7,0.277592,51.451388,2.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,8,0.280411,51.450767,0.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,9,0.281866,51.445322,1.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,10,0.27532,51.43772,4.0,17.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,1,0.27532,51.43772,2.0,18.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,2,0.281239,51.445452,2.0,18.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,3,0.280411,51.450767,2.0,18.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,4,0.277038,51.451195,1.0,18.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,5,0.265542,51.451925,1.0,18.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,6,0.256092,51.455842,1.0,18.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,7,0.273766,51.487945,11.0,18.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,outbound,8,0.282997,51.490458,2.0,18.0,1,4,107,81,1.5327102803738315,65,42,49,21
22,inbound,1,0.287746,51.485761,1.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,0.288737,51.487744,1.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,0.282997,51.490458,4.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,0.273749,51.48782,2.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,5,0.256627,51.455895,10.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,6,0.265888,51.452233,1.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,7,0.277592,51.451388,2.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,8,0.280411,51.450767,0.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,9,0.281866,51.445322,1.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,10,0.27532,51.43772,4.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,0.27532,51.43772,2.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,0.281239,51.445452,2.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,0.280411,51.450767,2.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,0.277038,51.451195,1.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,5,0.265542,51.451925,1.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,6,0.256092,51.455842,1.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,7,0.273766,51.487945,11.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,8,0.282997,51.490458,2.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,0.27532,51.43772,2.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,0.281239,51.445452,2.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,0.280411,51.450767,2.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,0.277038,51.451195,1.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,5,0.265542,51.451925,1.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,6,0.256092,51.455842,1.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,7,0.273766,51.487945,11.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,8,0.282997,51.490458,2.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,0.27532,51.43772,2.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,0.281239,51.445452,2.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,0.280411,51.450767,2.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,0.277038,51.451195,1.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,5,0.265542,51.451925,1.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,6,0.256092,51.455842,1.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,7,0.273766,51.487945,11.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,8,0.282997,51.490458,2.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,0.27532,51.43772,2.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,0.281239,51.445452,2.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,0.280411,51.450767,2.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,0.277038,51.451195,1.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,5,0.265542,51.451925,1.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,6,0.256092,51.455842,1.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,7,0.273766,51.487945,11.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,8,0.282997,51.490458,2.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,0.27532,51.43772,2.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,0.281239,51.445452,2.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,0.280411,51.450767,2.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,0.277038,51.451195,1.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,5,0.265542,51.451925,1.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,6,0.256092,51.455842,1.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,7,0.273766,51.487945,11.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,8,0.282997,51.490458,2.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,0.27532,51.43772,2.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,0.281239,51.445452,2.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,0.280411,51.450767,2.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,0.277038,51.451195,1.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,5,0.265542,51.451925,1.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,6,0.256092,51.455842,1.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,7,0.273766,51.487945,11.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,8,0.282997,51.490458,2.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,-0.330045,51.23282,5.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,-0.324296,51.240849,5.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,-0.290264,51.241436,10.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,-0.290264,51.241436,10.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,-0.209891,51.238481,10.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,5,-0.166769,51.240682,5.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,-0.166769,51.240682,10.0,16.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,-0.209799,51.237895,10.0,16.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,-0.29234,51.241448,10.0,16.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,-0.205519,51.237083,3.0,17.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,-0.209799,51.237895,3.0,17.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,-0.29234,51.241448,10.0,17.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,-0.166769,51.240682,5.0,18.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,2,-0.205519,51.237083,5.0,18.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,3,-0.209799,51.237895,3.0,18.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,4,-0.29234,51.241448,10.0,18.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,4,-0.29234,51.241448,10.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,-0.324296,51.240849,10.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,-0.330211,51.232597,5.0,7.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,4,-0.29234,51.241448,10.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,-0.324296,51.240849,10.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,-0.330211,51.232597,5.0,8.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,4,-0.29234,51.241448,10.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,-0.324296,51.240849,10.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,-0.330211,51.232597,5.0,9.0,1,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,4,-0.29234,51.241448,10.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,-0.324296,51.240849,10.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,-0.330211,51.232597,5.0,10.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,4,-0.29234,51.241448,10.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,-0.324296,51.240849,10.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,-0.330211,51.232597,5.0,11.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,4,-0.29234,51.241448,10.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,-0.324296,51.240849,10.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,-0.330211,51.232597,5.0,12.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,1,0.365982,51.451885,1.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,2,0.376628,51.459888,1.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,3,0.376888,51.463219,1.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,0.359954,51.459759,4.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,0.357048,51.461472,1.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,7,0.353973,51.462721,1.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,8,0.350315,51.464656,0.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,10,0.345331,51.469109,2.0,13.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,1,0.365982,51.451885,1.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,2,0.376628,51.459888,1.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,3,0.376888,51.463219,1.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,0.359954,51.459759,4.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,0.357048,51.461472,1.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,7,0.353973,51.462721,1.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,8,0.350315,51.464656,0.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,10,0.345331,51.469109,2.0,15.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,1,0.365982,51.451885,1.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,2,0.376628,51.459888,1.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,3,0.376888,51.463219,1.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,5,0.359954,51.459759,5.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,6,0.357048,51.461472,1.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,7,0.353973,51.462721,1.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,8,0.350315,51.464656,0.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,10,0.345331,51.469109,2.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,11,0.354003,51.462172,3.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,outbound,12,0.365982,51.451885,2.0,14.0,0,0,82,68,1.6097560975609757,60,22,43,16
22,inbound,1,0.287746,51.485761,1.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,2,0.288737,51.487744,1.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,3,0.282997,51.490458,4.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,4,0.273749,51.48782,2.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,5,0.256627,51.455895,10.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,6,0.265888,51.452233,1.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,7,0.277592,51.451388,2.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,8,0.280411,51.450767,0.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,9,0.281866,51.445322,1.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,10,0.27532,51.43772,4.0,7.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,1,0.27532,51.43772,2.0,8.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,2,0.281239,51.445452,2.0,8.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,3,0.280411,51.450767,2.0,8.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,4,0.277038,51.451195,1.0,8.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,5,0.265542,51.451925,1.0,8.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,6,0.256092,51.455842,1.0,8.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,7,0.273766,51.487945,11.0,8.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,8,0.282997,51.490458,2.0,8.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,1,0.27532,51.43772,2.0,9.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,2,0.281239,51.445452,2.0,9.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,3,0.280411,51.450767,2.0,9.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,4,0.277038,51.451195,1.0,9.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,5,0.265542,51.451925,1.0,9.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,6,0.256092,51.455842,1.0,9.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,7,0.273766,51.487945,11.0,9.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,8,0.282997,51.490458,2.0,9.0,1,3,84,70,1.619047619047619,61,23,45,16
22,inbound,1,0.27532,51.43772,2.0,10.0,0,3,84,70,1.619047619047619,61,23,45,16
